0.0	43.79024784194107	56.50616571760342	55.87506669692482	46.835833887931294	34.76156661371925	24.60162702405768	18.982419588217248	15.902879418747911	13.848420458490983	10.65630202786915	3.483637850737358	3.924075518489229	4.127283592735575	4.079703128584818	3.8319685135497967	3.462278670177095	3.03981590767581	2.606928175750385	2.1822104995053127	1.775397013879066
1.8	19.367305053285808	24.520401312207273	24.377328714388142	21.530253657638823	17.94079348106291	15.118160584166858	13.554089264521929	12.643572329726693	11.853248849598852	9.493217533173285	1.6547855423540803	1.8980045811061321	2.0430361609539016	2.0823565722398047	2.033318034196873	1.9219671308492132	1.7689097990543512	1.5843713656677267	1.3724062617958301	1.1399330536802454
3.2	18.019103446823838	22.75802996136151	22.65335823622336	20.16146738106729	17.03624855848634	14.598811515403739	13.246616491715749	12.450044161828156	11.728154816966185	9.417446738873354	1.5537243449892473	1.7859775515723826	1.927803052318129	1.9719564603753803	1.9338839848900233	1.836730635432821	1.698454377722104	1.5275607959368136	1.3273403180191186	1.1045603395594603
5.6	16.841191690988587	21.22061592692021	21.155124624418978	18.979466500241674	16.256337336154775	14.14334060036734	12.969404228072978	12.269516226004212	11.607183233605106	9.342230935654394	1.465485465931463	1.6881434409578677	1.8271593286669936	1.8755032030816903	1.8469304416223358	1.762056643290433	1.636563621488906	1.4774970144140163	1.287506327337832	1.0732279021783488
10.0	15.689267279568925	19.71964834867569	19.69856341787419	17.839198302637644	15.505569643469366	13.695795891399838	12.687905067971727	12.07906240556459	11.474769805427098	9.258028209768378	1.379096290957077	1.5922903965033646	1.728521333838301	1.780937928669	1.761601634191052	1.688644622489682	1.5755533163212938	1.4279884475249214	1.2480019656344845	1.0421035418918088
17.9	14.49742967663072	18.167708004730564	18.196213141554065	16.66856653858083	14.735791204799126	13.230696994739153	12.388974320892853	11.87171199403654	11.327154914259571	9.162852454906016	1.289357805918213	1.4926000398805979	1.6258747877129753	1.6825015976888296	1.6727473615347994	1.6121437655289774	1.511904881449665	1.3762740335563026	1.2067013579540578	1.0095672962270952
31.8	13.326872304453438	16.643208612428833	16.72111814031951	15.519757111813094	13.979707112729326	12.770834581925785	12.090062775751699	11.661742360131232	11.175814643439725	9.064487388459607	1.2008053757537849	1.3941106405983499	1.5243935860205322	1.585143985402239	1.5848416834314845	1.536435829564844	1.448893001403836	1.3250602230024753	1.165799909638047	0.9773652247980116
56.7	12.25690637708291	15.248772365522184	15.370013771431708	14.464886931466474	13.283612836678307	12.346446953514493	11.81327609246335	11.46657938557827	11.03471026401684	8.972508307140792	1.119522504738962	1.3036261584845505	1.4310947367867228	1.4955865144151064	1.5039444517607834	1.4667427441701457	1.3908771032750062	1.2779055879347736	1.1281472762483034	0.9477354468398749
101.0	11.339562704838896	14.052403667985057	14.208224414076026	13.554119963604592	12.680286395401398	11.979220248930043	11.574432602527445	11.298629392286937	10.913523133732776	8.893671060219946	1.0496984965115765	1.2258766680355702	1.3508899224103434	1.4185543824450018	1.434323180335684	1.4067381290081893	1.3409119269545693	1.2372872150751113	1.0957087445270985	0.9222032133343204
179.7	10.531628019444055	12.99807864722893	13.182468273144092	12.746970797357468	12.143755079321483	11.653094189044667	11.363381927934176	11.150979483229186	10.807526061486602	8.824792926651693	0.9882499516379706	1.1574824608447598	1.2803275520352242	1.3507483667184992	1.3729958175362158	1.3538404451954156	1.296830378749861	1.2014238031053528	1.0670411233425154	0.8996114399384648
320.0	9.842880074354968	12.099128036437497	12.306908255096316	12.056452878520654	11.683654796371727	11.373599626407865	11.182846987338158	11.025222404492686	10.717590864326846	8.766514597751241	0.9359985873082631	1.0993734522836824	1.2203851689498983	1.2931243752368595	1.320836976287864	1.30880567895897	1.259257851144057	1.1708172871300497	1.0425401699702572	0.8802692509038065
